ID号,用户标识,月,姓名,年龄,职业,年收入,月基本工资,银行账户数,信用卡数,信用卡利率,获得的贷款数量,贷款类型,平均延迟付款天数,平均延迟付款次数,信用卡限额变化率,信用卡查询次数,剩余债务,信用卡使用率,信用年龄,仅还款最低金额,月投资额,付款行为,月余额,评分等级
3904,CUS0xb1bc,August,,35,Mechanic,19194.75,,6,8,23,2,"Personal Loan, and Credit-Builder Loan",17,19,-4.95,6,2456.95,28.39299587,7 Years and 8 Months,Yes,46.81440222,HighspentLargevaluepayments,351.8549942,1
3905,CUS0xae4,April,Douwek,27,Writer,69289.4,5817.116667,8,4,15,2,"Mortgage Loan, and Mortgage Loan",10,10,16.79,9,2424.83,24.02452049,18 Years and 6 Months,Yes,319.697201,LowspentLargevaluepayments,472.6493282,1
3906,CUS0x1d18,April,Dominic Lauv,44,Musician,33702.74,2998.561667,7,3,19,2,"Mortgage Loan, and Not Specified",6,5,10.7,4,636.96,31.83347952,24 Years and 2 Months,Yes,390.9517739,LowspentSmallvaluepayments,160.9111635,2
3907,CUS0x62a1,March,Kate Holtonr,39,Writer,17621.48,1401.456667,7,4,19,2,"Credit-Builder Loan, and Debt Consolidation Loan",12,10,10.81,5,167.19,34.41194509,6 Years and 4 Months,Yes,102.3380801,LowspentSmallvaluepayments,304.4132978,2
3908,CUS0x9bea,August,Josie Coxa,40,MediaManager,20663.81,1508.984167,9,7,26,6,"Not Specified, Debt Consolidation Loan, Not Specified, Payday Loan, Mortgage Loan, and Home Equity Loan",63,18,22.73,,3515.45,23.88145469,8 Years and 8 Months,Yes,159.625715,LowspentSmallvaluepayments,182.3258651,2
3909,CUS0x14f6,July,Jarryj,56,Doctor,24466.5,2325.875,4,7,6,3,"Mortgage Loan, Payday Loan, and Not Specified",23,20,11.41,4,858.45,36.85679722,30 Years and 11 Months,Yes,115.5204911,HighspentSmallvaluepayments,335.9379155,3
3910,CUS0x1134,July,Stt,48,Doctor,15279.545,1517.791627,0,5,8,3,"Credit-Builder Loan, Mortgage Loan, and Debt Consolidation Loan",1,4,6.99,4,168.35,39.65991789,30 Years and 9 Months,No,137.3614776,LowspentSmallvaluepayments,280.1325503,3
3911,CUS0x9102,August,Soldatkinc,43,Mechanic,57030.99,4986.5825,7,3,15,2,"Home Equity Loan, and Not Specified",18,17,9.88,6,2522.86,28.40292245,17 Years and 5 Months,Yes,197.7040096,!@9#%8,501.0959508,1
3912,CUS0xc0e2,January,David Sheppardi,14,Teacher,30624.62,,7,7,11,6,"Auto Loan, Payday Loan, Personal Loan, Not Specified, Personal Loan, and Student Loan",7,20,12.61,7,1738.56,28.74423945,9 Years and 1 Months,Yes,139.4588576,LowspentLargevaluepayments,250.602799,2
3913,CUS0xaa0b,January,Polansekh,26,Accountant,72159.9,6048.325,4,6,11,1,Auto Loan,25,13,9.88,4,1443.02,31.7207181,16 Years and 1 Months,Yes,539.6058686,LowspentMediumvaluepayments,311.2492974,2
3914,CUS0xa3a9,May,Kareny,38,Journalist,97575.9,7850.325,7,4,15,2,"Home Equity Loan, and Home Equity Loan",8,18,2.39,1,366.88,41.53125725,21 Years and 11 Months,No,,!@9#%8,667.3404356,2
3915,CUS0x2bb5,March,Sophie Sassardm,28,Architect,8241.75,843.8125,8,6,19,2,"Credit-Builder Loan, and Personal Loan",29,23,7.89,12,2656.51,33.25175036,16 Years and 9 Months,Yes,,LowspentLargevaluepayments,267.4089478,1
3916,CUS0x48ac,May,Zhouy,16,Manager,20474.14,1587.178333,7,7,32,7,"Credit-Builder Loan, Credit-Builder Loan, Home Equity Loan, Personal Loan, Student Loan, Personal Loan, and Personal Loan",40,24,9.58,6,2181.21,27.87546408,19 Years and 5 Months,NM,63.27518042,LowspentMediumvaluepayments,276.7805498,1
3917,CUS0x9416,July,,31,,20479.75,1629.645833,6,6,28,7,"Mortgage Loan, Payday Loan, Student Loan, Mortgage Loan, Credit-Builder Loan, Not Specified, and Not Specified",23,25,16.7,11,2911.37,39.67217973,,Yes,111.0310304,HighspentSmallvaluepayments,220.8817663,1
3918,CUS0x1037,February,Matthewm,44,Accountant,15989.085,,5,4,2,4,"Credit-Builder Loan, Auto Loan, Auto Loan, and Mortgage Loan",13,15,0.5,3,665.82,22.97221921,19 Years and 3 Months,No,86.46255579,LowspentSmallvaluepayments,278.3827986,3
3919,CUS0x8b17,August,Edwardc,8448,Writer,66289.36,5433.113333,4,5,15,2,"Personal Loan, and Student Loan",9,14,7.27,11,713.33,40.1162951,16 Years and 4 Months,NM,302.9868146,HighspentSmallvaluepayments,438.9993058,2
3920,CUS0x316a,June,Vidalonb,27,Musician,14925.68,1480.806667,8,10,21,7,"Personal Loan, Student Loan, Auto Loan, Home Equity Loan, Credit-Builder Loan, Credit-Builder Loan, and Personal Loan",37,9,15.75,13,2447.6,34.88576377,20 Years and 4 Months,Yes,30.01284158,HighspentSmallvaluepayments,327.0050524,2
3921,CUS0x8d56,January,,37,Engineer,43395.09,3562.2575,1,3,4,3,"Debt Consolidation Loan, Credit-Builder Loan, and Home Equity Loan",11,11,10,4,1103.7,39.34403028,32 Years and 5 Months,No,219.6986452,LowspentMediumvaluepayments,341.6578544,2
3922,CUS0x899d,March,ill Rigbyn,21,Developer,14938.01,985.8341667,7,5,17,-100,"Payday Loan, Payday Loan, Payday Loan, Mortgage Loan, Payday Loan, Mortgage Loan, Mortgage Loan, and Personal Loan",46,22,17.45,13,3446.44,28.64258841,14 Years and 0 Months,NM,59.23893937,LowspentMediumvaluepayments,230.0065479,2
3923,CUS0xc1ce,May,Karen Pierogh,17,Musician,18721.87,1740.155833,8,5,18,5,"Auto Loan, Credit-Builder Loan, Home Equity Loan, Credit-Builder Loan, and Debt Consolidation Loan",15,20,17.91,,1677.67,37.49419519,14 Years and 6 Months,Yes,51.34391282,HighspentMediumvaluepayments,326.6227291,2
3924,CUS0xc3cd,May,Charmianw,14,Musician,36818.29,,6,6,11,7,"Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, Personal Loan, Not Specified, Not Specified, and Home Equity Loan",11,9,13.92,7,563.84,28.55457568,13 Years and 3 Months,Yes,153.9553491,LowspentMediumvaluepayments,231.2544468,2
3925,CUS0x6c67,August,,22,MediaManager,19071.34,1690.258936,8,5,17,2,"Auto Loan, and Credit-Builder Loan",30,19,10.17,4,118.72,27.80017475,31 Years and 4 Months,No,192.9853039,LowspentMediumvaluepayments,249.2903665,2
3926,CUS0x1afd,July,Katya Golubkovay,35,Teacher,100191.36,8058.28,4,7,6,2,"Student Loan, and Mortgage Loan",28,18,9.61,2,496.71,31.49821362,20 Years and 2 Months,No,238.4061017,LowspentMediumvaluepayments,701.8404535,2
3927,CUS0x2058,January,,31,Journalist,14501.97,1477.4975,8,6,30,5,"Mortgage Loan, Debt Consolidation Loan, Debt Consolidation Loan, Credit-Builder Loan, and Credit-Builder Loan",21,17,17.64,6,4676.1,39.14622676,13 Years and 9 Months,Yes,67.0697307,LowspentLargevaluepayments,315.3951882,1
3928,CUS0xa77e,January,John McCrankr,35,Doctor,19787.4,1379.95,6,6,22,6,"Personal Loan, Debt Consolidation Loan, Home Equity Loan, Credit-Builder Loan, Auto Loan, and Payday Loan",25,15,16.58,12,3099.57,33.11921612,5 Years and 9 Months,Yes,20.0194152,HighspentLargevaluepayments,279.7679851,2
3929,CUS0x1338,June,Olivia Orang,40,Scientist,20078.47,1447.205833,10,10,31,8,"Student Loan, Auto Loan, Home Equity Loan, Credit-Builder Loan, Auto Loan, Credit-Builder Loan, Debt Consolidation Loan, and Personal Loan",45,20,22.27,13,4545.35,31.53376051,13 Years and 8 Months,Yes,79.16321407,LowspentSmallvaluepayments,235.2233591,2
3930,CUS0x3b21,July,Alex rah,35,Entrepreneur,8312.085,,8,5,18,2,"Not Specified, and Not Specified",6,11,23.07,10,1945.67,33.26528695,6 Years and 9 Months,Yes,29.0881027,LowspentSmallvaluepayments,307.0449147,2
3931,CUS0x1577,June,Wohlg,23,,38060.7,3197.725,6,6,31,6,"Auto Loan, Credit-Builder Loan, Credit-Builder Loan, Student Loan, Credit-Builder Loan, and Student Loan",28,26,25.12,12,3813.35,34.11862762,4 Years and 3 Months,Yes,165.3863005,HighspentSmallvaluepayments,241.9746768,2
3932,CUS0x8b29,April,Kambasj,55,Scientist,73490.5,6231.208333,6,7,18,2,"Personal Loan, and Debt Consolidation Loan",13,17,11.71,6,33.14,33.68857944,32 Years and 2 Months,NM,611.7474955,LowspentMediumvaluepayments,187.2896308,2
3933,CUS0x4188,February,Ashutosh Pl,21,Manager,26454.21,,7,4,8,4,"Debt Consolidation Loan, Auto Loan, Credit-Builder Loan, and Student Loan",16,10,16.66,6,32.11,38.58668152,16 Years and 11 Months,Yes,139.5152369,!@9#%8,283.5491845,2
3934,CUS0xa4e0,August,Ryanv,31,Teacher,14899.97,1414.664167,4,3,14,7,"Mortgage Loan, Payday Loan, Student Loan, Home Equity Loan, Debt Consolidation Loan, Mortgage Loan, and Mortgage Loan",30,17,8.99,9,2461.36,27.28530039,16 Years and 9 Months,Yes,104.7644859,LowspentSmallvaluepayments,275.1838324,2
3935,CUS0x1705,August,,47,MediaManager,43543.72,3476.643333,3,3,7,1,Not Specified,3,0,6.7,3,189.81,35.23900633,23 Years and 10 Months,No,121.3081733,HighspentMediumvaluepayments,442.9181176,3
3936,CUS0x2b76,April,Bremerg,36,Developer,25580.34,1886.695,5,3,7,2,"Payday Loan, and Auto Loan",22,8,15.39,6,17.6,26.05779854,19 Years and 7 Months,Yes,,LowspentLargevaluepayments,318.4692068,2
3937,CUS0x6980,July,env,24,Doctor,20104809,3129.828333,10,8,23,7,"Mortgage Loan, Debt Consolidation Loan, Debt Consolidation Loan, Auto Loan, Not Specified, Debt Consolidation Loan, and Debt Consolidation Loan",50,23,4.62,6,1735.78,25.21558942,7 Years and 2 Months,Yes,136.582669,HighspentSmallvaluepayments,280.9918947,1
3938,CUS0x21d8,May,Shalal-Esaq,30,Accountant,37471.52,,5,4,8,-100,"Not Specified, Mortgage Loan, Home Equity Loan, and Home Equity Loan",13,4,3.4,7,962.64,31.96800209,28 Years and 7 Months,No,131.2116435,HighspentMediumvaluepayments,343.7615864,2
3939,CUS0x3562,June,,34,MediaManager,43436.27,3487.689167,0,1,5,-100,"Not Specified, and Mortgage Loan",11,1,8.19,4,63.92,25.19560088,,No,103.5844367,HighspentSmallvaluepayments,446.7728922,3
3940,CUS0xba8,July,Klaymanh,26,Manager,18327.97,,10,5,34,3,"Personal Loan, Home Equity Loan, and Home Equity Loan",49,9,13.63,12,2358.32,38.42345217,18 Years and 5 Months,Yes,90.39859923,!@9#%8,303.4113736,1
3941,CUS0x1755,June,Chees,19,Accountant,13990.925,1309.910417,8,6,18,6,"Auto Loan, Debt Consolidation Loan, Personal Loan, Mortgage Loan, Debt Consolidation Loan, and Personal Loan",7,,18.31,6,1313.3,23.98035878,,Yes,160.2789914,LowspentSmallvaluepayments,210.620294,2
3942,CUS0x22c5,August,Nickelq,55,Doctor,71878.92,,1712,1,5,2,"Personal Loan, and Student Loan",15,7,10.24,1,664.92,31.19469771,32 Years and 0 Months,No,230.2282913,LowspentMediumvaluepayments,569.0404159,3
3943,CUS0x22e5,August,Foo Yund,50,Mechanic,95267.49,7974.9575,6,5,13,2,"Student Loan, and Payday Loan",17,13,4.98,5,586.28,33.64859621,24 Years and 9 Months,No,93.14698123,HighspentLargevaluepayments,831.0292414,2
3944,CUS0x3aa9,March,Simon Johnsonz,20,Journalist,75010.52,6167.876667,9,8,21,7,"Payday Loan, Mortgage Loan, Personal Loan, Student Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Credit-Builder Loan",48,19,9.54,8,4094.73,37.07802841,10 Years and 6 Months,Yes,80.34132197,HighspentLargevaluepayments,374.5846576,1
3945,CUS0xc150,March,Josepht,48,Lawyer,31016.6,2653.716667,8,4,5,1,Personal Loan,30,18,2.29,4,143.75,28.85977405,19 Years and 7 Months,No,85.62520276,HighspentMediumvaluepayments,414.2970573,3
3946,CUS0x89b2,January,Mikolajczakp,40,MediaManager,143961.52,12276.79333,4,3,12,4,"Auto Loan, Personal Loan, Auto Loan, and Payday Loan",24,13,3.7,2,1296.94,26.11411904,32 Years and 11 Months,No,469.7398792,HighspentMediumvaluepayments,760.8795372,3
3947,CUS0x2e10,March,Malonel,14,Lawyer,15301.19,1484.099167,8,6,30,3,"Not Specified, Home Equity Loan, and Auto Loan",8,16,9.26,14,2527.22,32.95340155,8 Years and 3 Months,Yes,124.9434172,!@9#%8,282.9776361,1
3948,CUS0x6159,March,Rhys Jonesl,39,Scientist,133670.48,11076.20667,3,3,20,4,"Student Loan, Not Specified, Student Loan, and Debt Consolidation Loan",13,9,18.11,5,1160.13,36.41610118,16 Years and 5 Months,Yes,631.6395224,HighspentSmallvaluepayments,472.4032958,2
3949,CUS0x646,March,Alistair Barrg,53,Scientist,85875.8,,1,5,4,2,"Home Equity Loan, and Personal Loan",6,3,5.77,3,651.09,39.00826488,23 Years and 0 Months,NM,464.0880776,LowspentMediumvaluepayments,430.9562267,2
3950,CUS0xa913,August,Tim Hephere,28,Teacher,43832.92,3052.748607,5,5,16,2,"Payday Loan, and Payday Loan",28,17,17.25,9,1441.58,38.17464664,17 Years and 8 Months,Yes,139.0466291,!@9#%8,381.6505693,3
3951,CUS0x4056,April,Frankelb,46,Developer,71842.8,6101.9,3,7,12,2,"Payday Loan, and Credit-Builder Loan",13,10,7.41,4,39.31,36.24155387,26 Years and 10 Months,No,504.633823,LowspentMediumvaluepayments,320.2826055,2
3952,CUS0xaeb2,January,Asia Chiefv,24,Scientist,68267.04,5768.92,7,7,32,2,"Auto Loan, and Not Specified",17,13,16,7,2357.03,39.87908833,10 Years and 8 Months,Yes,243.8134661,HighspentMediumvaluepayments,504.1605424,1
3953,CUS0x7c6d,February,Francescay,24,Accountant,39139.35,3414.6125,4,4,5162,4,"Personal Loan, Personal Loan, Credit-Builder Loan, and Personal Loan",22,11,1.94,0,1258.77,28.94645032,16 Years and 2 Months,No,126.6859692,HighspentMediumvaluepayments,342.1539813,1
3954,CUS0x59d,February,Dave Clarkev,52,Musician,119514.03,10031.5025,2,3,2,3,"Personal Loan, Credit-Builder Loan, and Debt Consolidation Loan",0,,8.17,1,499.12,28.85447889,21 Years and 10 Months,No,261.7978509,LowspentLargevaluepayments,845.6286272,3
3955,CUS0x2296,April,Reynoldsy,33,Developer,75175.46,6492.621667,4,1,7,2,"Student Loan, and Payday Loan",11,9,10.13,4,170.62,31.33838543,20 Years and 0 Months,No,802.3869978,LowspentSmallvaluepayments,36.49596229,3
3956,CUS0x5c7a,July,,33,Doctor,34633.28,3084.106667,0,3,5,4,"Payday Loan, Auto Loan, Student Loan, and Not Specified",11,13,12.1,8,323.53,35.00377347,28 Years and 11 Months,No,273.5841898,LowspentLargevaluepayments,197.1381871,1
3957,CUS0x5528,February,Edwin Chanx,20,Lawyer,20701.48,1909.123333,8,9,25,8,"Home Equity Loan, Debt Consolidation Loan, Student Loan, Credit-Builder Loan, Personal Loan, Student Loan, Debt Consolidation Loan, and Payday Loan",43,24,24.5,7,3341.62,35.25887391,10 Years and 2 Months,Yes,10000,HighspentMediumvaluepayments,294.4678791,1
3958,CUS0xbdb4,February,,36,Scientist,9447.12,823.26,10,10,34,7,"Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, Mortgage Loan, Payday Loan, Auto Loan, and Mortgage Loan",54,19,19.61,9,1510.44,28.50321827,10 Years and 11 Months,NM,48.78993189,LowspentSmallvaluepayments,289.4317397,1
3959,CUS0xb7ef,August,Samd,27,Manager,15013.73,1127.144167,7,4,14,6,"Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, Personal Loan, Not Specified, and Payday Loan",23,9,8.22,5,1403.17,34.97962331,12 Years and 4 Months,Yes,,LowspentLargevaluepayments,273.6767524,2
3960,CUS0x38cd,June,Angela Moonp,29,,35856.82,2918.068333,3,6,20,1,Payday Loan,16,14,16.02,5,1212.78,24.38932137,25 Years and 8 Months,Yes,115.8252085,HighspentMediumvaluepayments,405.4295019,2
3961,CUS0xbb02,February,Phil Wahbaj,28,Developer,43067.01,,8,6,28,9,"Credit-Builder Loan, Home Equity Loan, Debt Consolidation Loan, Payday Loan, Mortgage Loan, Credit-Builder Loan, Student Loan, Debt Consolidation Loan, and Home Equity Loan",36,20,23.35,12,4279.61,26.21629854,13 Years and 8 Months,Yes,293.3872089,LowspentSmallvaluepayments,86.58573652,1
3962,CUS0x9021,March,Franciscoi,25,Journalist,33284.76,2775.73,9,5,15,9,"Not Specified, Not Specified, Not Specified, Debt Consolidation Loan, Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, Auto Loan, and Mortgage Loan",58,22,2.42,8,2377.23,29.91893068,16 Years and 11 Months,NM,168.4862131,HighspentSmallvaluepayments,140.8480901,1
3963,CUS0x21ac,August,Ermanz,27,Developer,55593.99,,7,6,30,6,"Home Equity Loan, Payday Loan, Home Equity Loan, Debt Consolidation Loan, Auto Loan, and Student Loan",15,17,11.09,1709,1314.25,26.50989094,18 Years and 6 Months,Yes,97.67819675,HighspentMediumvaluepayments,370.7718194,1
3964,CUS0xb67f,June,,35,Lawyer,76170.12,6459.51,5,7,16,6,"Auto Loan, Not Specified, Debt Consolidation Loan, Not Specified, Student Loan, and Auto Loan",17,14,12.31,11,567.53,28.34891783,14 Years and 1 Months,Yes,337.2882675,HighspentSmallvaluepayments,365.3832112,2
3965,CUS0x9da6,April,Annv,34,Entrepreneur,20516.18,1766.681667,5,7,17,4,"Payday Loan, Credit-Builder Loan, Payday Loan, and Debt Consolidation Loan",8,14,8.76,1,232.52,34.33247788,18 Years and 4 Months,No,38.66761447,HighspentLargevaluepayments,321.6298411,2
3966,CUS0x69cd,January,Chikafumi Hodow,21,Engineer,18002.31,1645.1925,5,6,33,3,"Credit-Builder Loan, Auto Loan, and Mortgage Loan",13,11,17.7,11,2571.8,36.06774416,19 Years and 5 Months,Yes,37.61095765,HighspentMediumvaluepayments,336.2209222,1
3967,CUS0xbeb8,June,Diane Bartzw,35,Entrepreneur,44378.19,,8,7,22,7,"Personal Loan, Personal Loan, Auto Loan, Not Specified, Home Equity Loan, Not Specified, and Home Equity Loan",58,14,27.16,192,4117.61,37.99119033,13 Years and 8 Months,Yes,143.0629145,HighspentMediumvaluepayments,320.0608254,1
3968,CUS0xa5c2,March,Anna Driverk,31,Musician,37824.96,3104.08,3,6,3,-100,"Mortgage Loan, Debt Consolidation Loan, Auto Loan, and Mortgage Loan",13,12,4.09,3,568.59,22.97218965,27 Years and 0 Months,No,,HighspentMediumvaluepayments,333.0617302,3
3969,CUS0x5f15,August,Gouldn,33,Scientist,7617.915,626.82625,8,6,16,9,"Not Specified, Debt Consolidation Loan, Auto Loan, Personal Loan, Auto Loan, Personal Loan, Home Equity Loan, Payday Loan, and Credit-Builder Loan",50,,15.47,14,3257.62,35.61228649,9 Years and 5 Months,Yes,74.58069018,LowspentSmallvaluepayments,225.6319456,2
3970,CUS0xb741,April,Lynche,38,Developer,97549.92,8275.16,4,6,11,4,"Debt Consolidation Loan, Auto Loan, Mortgage Loan, and Credit-Builder Loan",23,15,19.24,4,1213.26,35.07503514,15 Years and 8 Months,Yes,409.1336997,LowspentSmallvaluepayments,524.1116619,2
3971,CUS0x6c91,March,Kaorii,21,Architect,67518.81,5365.5675,8,5,8,1,Personal Loan,9,14,5.88,3,264.7,34.04680116,22 Years and 5 Months,No,10000,!@9#%8,656.4948999,2
3972,CUS0x669f,June,Daniel Flynnq,42,Engineer,15551.68,1542.973333,7,9,2466,7,"Personal Loan, Mortgage Loan, Not Specified, Personal Loan, Debt Consolidation Loan, Home Equity Loan, and Debt Consolidation Loan",60,12,1.99,15,1660.2,38.97177313,13 Years and 8 Months,Yes,112.9192512,LowspentSmallvaluepayments,244.5741424,1
3973,CUS0x1f7d,March,Jonathano,17,Architect,20357.29,,3,5,16,2,"Not Specified, and Auto Loan",16,19,9.81,4,2552.06,36.63824926,7 Years and 6 Months,Yes,130.1054319,!@9#%8,298.1561229,1
3974,CUS0x69ea,April,Chucks,19,Manager,77519.04,,6,6,23,7,"Personal Loan, Student Loan, Debt Consolidation Loan, Credit-Builder Loan, Mortgage Loan, Not Specified, and Debt Consolidation Loan",31,16,16.57,6,3343.32,30.10324274,8 Years and 8 Months,NM,65.88977333,HighspentLargevaluepayments,431.9209478,3
3975,CUS0xea6,July,Daviesd,30,Lawyer,42772.49,3664.374167,4,4,2,4,"Personal Loan, Debt Consolidation Loan, Personal Loan, and Debt Consolidation Loan",13,11,-3.74,6,1321.62,24.1992757,31 Years and 9 Months,NM,,HighspentSmallvaluepayments,378.6846314,3
3976,CUS0xc700,February,Edwardh,38,Lawyer,32072.42,2768.701667,4,7,1,3,"Payday Loan, Credit-Builder Loan, and Auto Loan",2,7,5.11,1,441,34.55969244,20 Years and 5 Months,No,325.9783979,LowspentSmallvaluepayments,164.4229766,1
3977,CUS0xb75b,July,Christiaanp,25,MediaManager,18194.8,,9,9,23,7,"Student Loan, Credit-Builder Loan, Debt Consolidation Loan, Debt Consolidation Loan, Debt Consolidation Loan, Credit-Builder Loan, and Credit-Builder Loan",48,,26.52,,2778.6,32.01178587,4 Years and 1 Months,Yes,177.1080342,LowspentSmallvaluepayments,208.5833945,1
3978,CUS0x1d8d,June,Leahp,21,Developer,17137.57,1617.130833,8,7,34,9,"Debt Consolidation Loan, Student Loan, Debt Consolidation Loan, Mortgage Loan, Auto Loan, Student Loan, Student Loan, Debt Consolidation Loan, and Debt Consolidation Loan",22,18,25.45,16,3680.6,30.93424714,9 Years and 2 Months,Yes,122.7575726,LowspentSmallvaluepayments,209.4234788,1
3979,CUS0xa2cd,March,Matt Dailyf,33,,68654.62,5971.218333,4,5,6,1,Auto Loan,1,7,6.14,3,1381.16,38.05519112,24 Years and 0 Months,No,,LowspentLargevaluepayments,359.459351,3
3980,CUS0xc4a2,January,Williamt,529,Engineer,41691.16,3259.263333,7,8,17,6,"Auto Loan, Debt Consolidation Loan, Credit-Builder Loan, Payday Loan, Mortgage Loan, and Debt Consolidation Loan",27,20,21.32,9,4786.62,31.91753366,1 Years and 4 Months,Yes,129.420363,HighspentMediumvaluepayments,253.1076925,2
3981,CUS0xb8d3,July,Douwe Miedemak,36,Lawyer,30061.36,2480.113333,5,6,7,2,"Debt Consolidation Loan, and Home Equity Loan",15,19,14.28,4,242.47,26.71851407,26 Years and 7 Months,Yes,48.91043806,HighspentSmallvaluepayments,421.7159581,2
3982,CUS0xbeaf,May,,34,Entrepreneur,12127.235,894.6029167,4,4,11,1,Home Equity Loan,29,16,6.96,5,581.87,37.95029148,30 Years and 9 Months,NM,81.2151311,LowspentMediumvaluepayments,282.6153362,2
3983,CUS0x2224,January,Andreasi,44,Entrepreneur,79178.76,6302.23,5,5,20,2,"Student Loan, and Personal Loan",11,9,15.01,4,949.13,38.18654229,21 Years and 11 Months,Yes,418.8205678,HighspentSmallvaluepayments,392.5678171,2
3984,CUS0xa46c,April,Ru,45,Teacher,54876.2,4760.016667,3,4,8,5,"Payday Loan, Credit-Builder Loan, Student Loan, Auto Loan, and Not Specified",15,16,11.01,5,310.47,27.28043885,14 Years and 6 Months,NM,53.51925119,HighspentLargevaluepayments,516.8581725,2
3985,CUS0x84df,May,Conor Humphriesf,37,MediaManager,45595.08,3543.59,9,11,27,6,"Credit-Builder Loan, Auto Loan, Home Equity Loan, Mortgage Loan, Home Equity Loan, and Credit-Builder Loan",66,23,26.28,8,2723.1,23.89011027,14 Years and 2 Months,Yes,44.75189542,HighspentLargevaluepayments,412.023156,1
3986,CUS0x96b5,July,Shiha,39,Lawyer,73937.4,6415.45,5,7,8,1,Mortgage Loan,33,15,0.69,,405.73,41.83694348,32 Years and 2 Months,Yes,287.9364299,LowspentMediumvaluepayments,589.1288048,1
